Threshold,Validation_Accuracy,Validation_Precision,Validation_Recall,Validation_F1,Selection_Score
0.3,0.8340909090909091,0.5471698113207547,0.6987951807228916,0.6137566137566137,-1.0
0.32,0.8318181818181818,0.5436893203883495,0.6746987951807228,0.6021505376344086,-1.0
0.34,0.8272727272727273,0.5346534653465347,0.6506024096385542,0.5869565217391305,-1.0
0.36000000000000004,0.8295454545454546,0.5416666666666666,0.6265060240963856,0.5810055865921788,-1.0
0.38000000000000006,0.8386363636363636,0.5652173913043478,0.6265060240963856,0.5942857142857143,-1.0
0.4000000000000001,0.8386363636363636,0.5681818181818182,0.6024096385542169,0.5847953216374269,-1.0
0.4200000000000001,0.8386363636363636,0.5681818181818182,0.6024096385542169,0.5847953216374269,-1.0
0.4400000000000001,0.8318181818181818,0.5542168674698795,0.5542168674698795,0.5542168674698795,-1.0
0.46000000000000013,0.8340909090909091,0.5625,0.5421686746987951,0.5521472392638037,-1.0
0.48000000000000015,0.8363636363636363,0.569620253164557,0.5421686746987951,0.5555555555555556,-1.0
0.5000000000000002,0.8409090909090909,0.5844155844155844,0.5421686746987951,0.5625,0.5555424620560162
0.5200000000000002,0.8431818181818181,0.5921052631578947,0.5421686746987951,0.5660377358490566,0.5579034110623228
0.5400000000000003,0.8477272727272728,0.6081081081081081,0.5421686746987951,0.5732484076433121,0.5627484978647591
0.5600000000000003,0.8522727272727273,0.6323529411764706,0.5180722891566265,0.5695364238410596,0.5526592149666059
0.5800000000000003,0.8545454545454545,0.6461538461538462,0.5060240963855421,0.5675675675675675,0.547731633394284
0.6000000000000003,0.8568181818181818,0.65625,0.5060240963855421,0.5714285714285714,0.5504787005163511
0.6200000000000003,0.8568181818181818,0.65625,0.5060240963855421,0.5714285714285714,0.5504787005163511
0.6400000000000003,0.8590909090909091,0.6666666666666666,0.5060240963855421,0.5753424657534246,0.5532816196292017
0.6600000000000004,0.8590909090909091,0.6842105263157895,0.46987951807228917,0.5571428571428572,0.5305811214783948
0.6800000000000004,0.8568181818181818,0.6851851851851852,0.4457831325301205,0.5401459854014599,0.5121866215877297
0.7000000000000004,0.8545454545454545,0.6792452830188679,0.43373493975903615,0.5294117647058824,0.5013405453111002
