Threshold,Validation_Accuracy,Validation_Precision,Validation_Recall,Validation_F1,Selection_Score
0.3,0.8272727272727273,0.5315315315315315,0.7108433734939759,0.6082474226804123,-1.0
0.32,0.8340909090909091,0.5471698113207547,0.6987951807228916,0.6137566137566137,-1.0
0.34,0.8363636363636363,0.5523809523809524,0.6987951807228916,0.6170212765957447,-1.0
0.36000000000000004,0.8431818181818181,0.5686274509803921,0.6987951807228916,0.6270270270270271,-1.0
0.38000000000000006,0.85,0.5876288659793815,0.6867469879518072,0.6333333333333333,0.6527990311762514
0.4000000000000001,0.85,0.5955056179775281,0.6385542168674698,0.6162790697674418,0.6242255407834632
0.4200000000000001,0.8545454545454545,0.611764705882353,0.6265060240963856,0.6190476190476191,0.6216756100030374
0.4400000000000001,0.8590909090909091,0.6265060240963856,0.6265060240963856,0.6265060240963856,0.6265060240963857
0.46000000000000013,0.8590909090909091,0.6296296296296297,0.6144578313253012,0.6219512195121951,0.6193470358398364
0.48000000000000015,0.8568181818181818,0.625,0.6024096385542169,0.6134969325153374,0.6096579569812994
0.5000000000000002,0.8545454545454545,0.6233766233766234,0.5783132530120482,0.6,0.5925786261930841
0.5200000000000002,0.85,0.6133333333333333,0.5542168674698795,0.5822784810126582,0.5727562401504753
0.5400000000000003,0.8522727272727273,0.6216216216216216,0.5542168674698795,0.5859872611464968,0.5752540200395315
0.5600000000000003,0.8477272727272728,0.6111111111111112,0.5301204819277109,0.567741935483871,0.555149198946323
0.5800000000000003,0.85,0.6197183098591549,0.5301204819277109,0.5714285714285714,0.5576689049962426
0.6000000000000003,0.8522727272727273,0.6285714285714286,0.5301204819277109,0.5751633986928104,0.5602348891363774
0.6200000000000003,0.85,0.6231884057971014,0.5180722891566265,0.5657894736842105,0.5500566338580868
0.6400000000000003,0.8522727272727273,0.6363636363636364,0.5060240963855421,0.5637583892617449,0.5450384821776428
0.6600000000000004,0.8568181818181818,0.6612903225806451,0.4939759036144578,0.5655172413793104,0.5429009475052603
0.6800000000000004,0.8545454545454545,0.6557377049180327,0.4819277108433735,0.5555555555555556,0.5324412403713213
0.7000000000000004,0.8545454545454545,0.6610169491525424,0.46987951807228917,0.5492957746478874,0.5247305766393336
