Threshold,Validation_Accuracy,Validation_Precision,Validation_Recall,Validation_F1,Selection_Score
0.3,0.8159090909090909,0.5083333333333333,0.7349397590361446,0.6009852216748769,-1.0
0.32,0.8340909090909091,0.5454545454545454,0.7228915662650602,0.6217616580310881,-1.0
0.34,0.8386363636363636,0.5555555555555556,0.7228915662650602,0.6282722513089005,-1.0
0.36000000000000004,0.8386363636363636,0.5576923076923077,0.6987951807228916,0.6203208556149733,-1.0
0.38000000000000006,0.8340909090909091,0.5510204081632653,0.6506024096385542,0.5966850828729282,-1.0
0.4000000000000001,0.8363636363636363,0.5578947368421052,0.6385542168674698,0.5955056179775281,-1.0
0.4200000000000001,0.8386363636363636,0.5638297872340425,0.6385542168674698,0.5988700564971752,-1.0
0.4400000000000001,0.8454545454545455,0.5824175824175825,0.6385542168674698,0.6091954022988506,0.6197290868666026
0.46000000000000013,0.85,0.5977011494252874,0.6265060240963856,0.611764705882353,0.6169919434329612
0.48000000000000015,0.8545454545454545,0.611764705882353,0.6265060240963856,0.6190476190476191,0.6216756100030374
0.5000000000000002,0.8545454545454545,0.6172839506172839,0.6024096385542169,0.6097560975609756,0.6072029763135651
0.5200000000000002,0.8568181818181818,0.625,0.6024096385542169,0.6134969325153374,0.6096579569812994
0.5400000000000003,0.8590909090909091,0.6329113924050633,0.6024096385542169,0.6172839506172839,0.6121532543676818
0.5600000000000003,0.8613636363636363,0.6410256410256411,0.6024096385542169,0.6211180124223602,0.6146900070420238
0.5800000000000003,0.8545454545454545,0.6266666666666667,0.5662650602409639,0.5949367088607594,0.5852074627624422
0.6000000000000003,0.8522727272727273,0.6285714285714286,0.5301204819277109,0.5751633986928104,0.5602348891363774
0.6200000000000003,0.8613636363636363,0.6666666666666666,0.5301204819277109,0.5906040268456376,0.5709926956146736
0.6400000000000003,0.8636363636363636,0.676923076923077,0.5301204819277109,0.5945945945945946,0.5738140921273452
0.6600000000000004,0.865909090909091,0.6875,0.5301204819277109,0.5986394557823129,0.5766919719695107
0.6800000000000004,0.8636363636363636,0.6885245901639344,0.5060240963855421,0.5833333333333334,0.5590633023898874
0.7000000000000004,0.8636363636363636,0.6885245901639344,0.5060240963855421,0.5833333333333334,0.5590633023898874
