Model,Accuracy,Precision_toxic,Recall_toxic,F1_toxic,ROC_AUC,PR_AUC,Brier
XGBoost_top60_0.50,0.8672727272727273,0.6339285714285714,0.6893203883495146,0.6604651162790698,0.884114159119046,0.6496334973532553,0.1067179396956068
