True_GO,False_NO_GO,False_GO,True_NO_GO,GO_Precision,GO_Recall,NO_GO_Precision,NO_GO_Recall,Toxic_Stopped_Fraction,NonToxic_Allowed_Fraction
406,41,32,71,0.9269406392694064,0.9082774049217002,0.6339285714285714,0.6893203883495146,0.6893203883495146,0.9082774049217002
