Accuracy,BalancedAccuracy,Precision_toxic,Recall_toxic,Specificity_non_toxic,F1_toxic,MCC,Brier,ROC_AUC,PR_AUC,True_GO,False_NO_GO,False_GO,True_NO_GO,GO_Precision,GO_Recall,NO_GO_Precision,NO_GO_Recall
0.8505535055350554,0.7340561369906742,0.5989010989010989,0.5505050505050505,0.917607223476298,0.5736842105263158,0.483905459437156,0.11389122650786322,0.8425450897234192,0.6178357853254901,1626,146,178,218,0.9013303769401331,0.917607223476298,0.5989010989010989,0.5505050505050505
